codigo_cliente,razon_social,ruc,ciudad,telefono,email,limite_credito,estado
CLI00221,Distribuidora Sol de Oro S.R.L.,20500214377,Trujillo,926420056,distribuidora221@correo.pe,0,ACTIVO
CLI90004,Minimarket Vista Alegre,20500028131,Juliaca,+51 952341080,minimarket29@correo.pe,10000,ACTIVO
CLI00003,Distribuidora Campo Alegre S.A.C.,20500002914,,913160265,distribuidora3@correo.pe,25000,ACTIVO
CLI00356,Almacenes Casa Grande,20500345323,Ica,+51 998758959,almacenes356@correo.pe,1500,ACTIVO
CLI00596,Almacenes Santa Rosa,20500578123,Ica,999368803,almacenes596@correo.pe,3000,ACTIVO
CLI00321,Market Buen Precio,20500311372,Arequipa,950839839,market321@correo.pe,5000,ACTIVO
CLI00424,Autoservicio San Isidro S.A.,20500411288,Arequipa,+51 901373467,autoservicio424@correo.pe,3000,ACTIVO
CLI00042,Abarrotes Casa Grande,20500040743,Ica,952217045,abarrotes42@correo.pe,3000,INACTIVO
CLI00403,Mayorista Puerto Nuevo S.A.C.,20500390914,Huancayo,+51 988640553,mayorista403@correo.pe,5000,ACTIVO
CLI00297,Importadora Nueva Esperanza,20500288095,Ica,0917976094,importadora297@correo.pe,0,ACTIVO
CLI00573,Negocios El Trigal S.R.L.,20500555816,Ayacucho,0980617232,negocios573@correo.pe,0,ACTIVO
CLI00499,Importadora Río Verde,20500484030,Huancayo,0951210923,importadora499@correo.pe,25000,ACTIVO
CLI00295,Distribuidora San Martín S.A.C.,20500286157,Arequipa,0995042277,distribuidora295@correo.pe,3000,ACTIVO
CLI00449,Distribuidora Casa Grande,20500435535,Tarapoto,+51 945401602,distribuidora449@correo.pe,0,INACTIVO
CLI00183,Autoservicio San Martín S.R.L.,20500177510,Huancayo,+51 901347066,autoservicio183@correo.pe,25000,INACTIVO
CLI00034,Importadora Alto Andino,20500032988,Puno,0929063835,,25000,ACTIVO
CLI00341,Importadora La Colina S.R.L.,20500330776,Juliaca,909833836,importadora341@correo.pe,3000,ACTIVO
CLI00152,Comercial Santa Rosa S.A.,20500147441,Arequipa,980730471,comercial152@correo.pe,10000,ACTIVO
CLI00087,Importadora Casa Grande E.I.R.L.,20500084392,Arequipa,0923400541,importadora87@correo.pe,10000,ACTIVO
CLI00136,Supermercados Sol de Oro S.A.,20-500131927,Puno,920208479,supermercados136@correo.pe,25000,INACTIVO
CLI00305,Almacenes Las Palmeras S.A.C.,20500295857,Iquitos,994644404,almacenes305@correo.pe,0,ACTIVO
CLI00364,Corporación Santa Rosa S.A.C.,20500353083,Iquitos,+51 976384637,,5000,ACTIVO
CLI00391,Autoservicio Buen Precio,20500379279,Huancayo,957292337,autoservicio391@correo.pe,0,ACTIVO
CLI00377,Mayorista San Isidro S.A.C.,20500365693,Trujillo,990259887,mayorista377@correo.pe,5000,ACTIVO
CLI00213,Almacenes Los Cedros S.A.,20500206617,Lima,+51 952455801,almacenes213@correo.pe,10000,ACTIVO
CLI00475,Tiendas Sol de Oro,20500460751,Ayacucho,957880286,tiendas475@correo.pe,10000,ACTIVO
CLI00266,Negocios Los Andes E.I.R.L.,20500258021,Tacna,+51 903572514,negocios266@correo.pe,10000,ACTIVO
CLI00408,Distribuidora Los Cedros E.I.R.L.,20500395762,Cajamarca,911324796,distribuidora408@correo.pe,10000,ACTIVO
CLI00447,Negocios Los Cedros S.A.,20500433591,Iquitos,978911670,negocios447@correo.pe,25000,INACTIVO
CLI00165,Minimarket Casa Grande,20500160056,Piura,941780902,,10000,ACTIVO
CLI00468,Almacenes Alto Andino E.I.R.L.,20500453967,Lima,+51 938875850,almacenes468@correo.pe,10000,ACTIVO
CLI00407,Inversiones Los Cedros,20500394791,Chiclayo,+51 917851899,inversiones407@correo.pe,25000,ACTIVO
CLI00317,Mayorista Los Cedros,20500307499,Huancayo,939737463,,1500,ACTIVO
CLI00036,Comercial Los Cedros S.A.C.,20500034921,Huancayo,+51 914231875,comercial36@correo.pe,3000,ACTIVO
CLI00248,Abarrotes Casa Grande S.A.C.,20500240564,Huancayo,974342000,abarrotes248@correo.pe,10000,ACTIVO
